0.73125,0.64
0.7325,0.638333
0.73375,0.638333
0.73375,0.64
0.73375,0.648333
0.7325,0.661667
0.7275,0.671667
0.72375,0.683333
0.71625,0.695
0.70875,0.7
0.70375,0.706667
0.69125,0.711667
0.67375,0.716667
0.65625,0.721667
0.645,0.721667
0.62875,0.723333
0.61125,0.723333
0.60375,0.725
0.59125,0.725
0.57625,0.725
0.565,0.725
0.5425,0.725
0.51125,0.725
0.485,0.725
0.465,0.725
0.44875,0.725
0.43875,0.725
0.43,0.721667
0.42625,0.715
0.41625,0.7
0.41375,0.696667
0.41375,0.691667
0.41125,0.678333
0.4075,0.665
0.40375,0.65
0.40125,0.64
0.39875,0.623333
0.39375,0.605
0.39125,0.59
0.38875,0.578333
0.38625,0.568333
0.38125,0.558333
0.37625,0.54
0.37125,0.525
0.36375,0.508333
0.3525,0.491667
0.34625,0.48
0.345,0.475
0.33875,0.458333
0.3275,0.436667
0.31875,0.425
0.31125,0.415
0.3,0.405
0.29,0.396667
0.27875,0.393333
0.26375,0.39
0.2475,0.386667
0.2325,0.386667
0.22,0.386667
0.21625,0.393333
0.2125,0.4
0.20375,0.413333
0.19,0.438333
0.17625,0.456667
0.17125,0.468333
0.15625,0.491667
0.1475,0.51
0.1425,0.525
0.1325,0.54
0.12875,0.553333
0.125,0.566667
0.12125,0.576667
0.1175,0.581667
0.115,0.595
0.11125,0.613333
0.11125,0.625
0.11125,0.631667
0.11125,0.64
0.11125,0.653333
0.115,0.665
0.11875,0.673333
0.1225,0.676667
0.1275,0.683333
0.13375,0.688333
0.13875,0.691667
0.15125,0.696667
0.15875,0.701667
0.165,0.701667
0.17,0.701667
0.17875,0.701667
0.19,0.701667
0.20875,0.7
0.21875,0.698333
0.225,0.696667
0.23125,0.695
0.24375,0.683333
0.2525,0.675
0.26125,0.668333
0.27125,0.658333
0.27875,0.651667
0.28875,0.641667
0.29625,0.63
0.3075,0.62
0.31875,0.605
0.33125,0.59
0.335,0.583333
0.34,0.576667
0.35125,0.561667
0.35875,0.55
0.36875,0.54
0.37,0.535
0.37625,0.525
0.3775,0.518333
0.38125,0.513333
0.38375,0.508333
0.38875,0.5
0.39125,0.49
0.39625,0.48
0.40125,0.473333
0.4075,0.461667
0.41,0.456667
0.41375,0.448333
0.42,0.44
0.42625,0.431667
0.43625,0.418333
0.44125,0.413333
0.4475,0.408333
0.45375,0.403333
0.465,0.391667
0.4675,0.39
0.47375,0.386667
0.49125,0.381667
0.50625,0.376667
0.5225,0.373333
0.5325,0.373333
0.5475,0.373333
0.5625,0.373333
0.575,0.373333
0.59,0.373333
0.60375,0.378333
0.61875,0.383333
0.625,0.391667
0.635,0.395
0.65,0.403333
0.67375,0.41
0.69,0.421667
0.69875,0.423333
0.7075,0.431667
0.715,0.44
0.72125,0.446667
0.72625,0.456667
0.73,0.466667
0.7325,0.473333
0.73625,0.483333
0.7375,0.493333
0.73875,0.501667
0.74125,0.511667
0.74375,0.525
0.745,0.528333
0.745,0.536667
0.745,0.545
0.745,0.553333
0.745,0.565
0.745,0.568333
0.745,0.586667
0.745,0.598333
0.74375,0.611667
0.74125,0.626667
0.73875,0.638333
0.7325,0.648333
0.7275,0.663333
0.7225,0.676667
0.7175,0.688333
0.705,0.708333
0.7,0.715
0.695,0.718333
0.68125,0.728333
0.67,0.731667
